Conc1	3.4E-09	
Start1	813.82	
Stop1	5313.63	
Kobs	1.06132293861068E-05	
Error Kobs	9.00665991572662E-05	
Koff	0.00471693121618008	
Error Koff	NaN	
Time1	Data1	Fit1	
890.82	0.01396221	0.01393048	
891.02	0.01422201	0.01396361	
891.22	0.01466136	0.01399671	
891.42	0.0150225	0.01402979	
891.62	0.01524182	0.01406285	
891.82	0.0149606	0.01409588	
892.02	0.01527246	0.01412889	
892.22	0.01528315	0.01416187	
892.42	0.01536323	0.01419482	
892.62	0.01539808	0.01422776	
892.82	0.01528533	0.01426066	
893.02	0.01476021	0.01429355	
893.22	0.01464802	0.0143264	
893.42	0.0144075	0.01435924	
893.62	0.01442027	0.01439205	
893.82	0.01447672	0.01442483	
894.02	0.01444686	0.01445759	
894.22	0.01397978	0.01449033	
894.42	0.01349078	0.01452304	
894.62	0.0133173	0.01455572	
894.82	0.01375985	0.01458838	
895.02	0.01314498	0.01462102	
895.22	0.01346338	0.01465364	
895.42	0.01347199	0.01468622	
895.62	0.01353704	0.01471879	
895.82	0.01403491	0.01475133	
896.02	0.01426547	0.01478384	
896.22	0.01477775	0.01481634	
896.42	0.01441457	0.0148488	
896.62	0.01480246	0.01488125	
896.82	0.01434506	0.01491366	
897.02	0.01464528	0.01494606	
897.22	0.01469407	0.01497843	
897.42	0.0150339	0.01501078	
897.62	0.01511379	0.0150431	
897.82	0.01533418	0.0150754	
898.02	0.01512054	0.01510767	
898.22	0.01490868	0.01513992	
898.42	0.01493868	0.01517214	
898.62	0.01496863	0.01520435	
898.82	0.01489265	0.01523652	
899.02	0.014671	0.01526868	
899.22	0.01511859	0.01530081	
899.42	0.01495643	0.01533291	
899.62	0.01538218	0.01536499	
899.82	0.01507998	0.01539705	
900.02	0.01476061	0.01542908	
900.22	0.0146198	0.01546109	
900.42	0.01446804	0.01549308	
900.62	0.01452043	0.01552504	
900.82	0.01452914	0.01555698	
901.02	0.01484734	0.01558889	
901.22	0.01458842	0.01562078	
901.42	0.01509216	0.01565265	
901.62	0.01478322	0.01568449	
901.82	0.01475207	0.01571631	
902.02	0.01431355	0.01574811	
902.22	0.01401072	0.01577988	
902.42	0.01385754	0.01581162	
902.62	0.01390056	0.01584335	
902.82	0.01414809	0.01587505	
903.02	0.01492597	0.01590673	
903.22	0.01545806	0.01593838	
903.42	0.0154781	0.01597001	
903.62	0.01585545	0.01600161	
903.82	0.01525086	0.0160332	
904.02	0.01511537	0.01606476	
904.22	0.01537359	0.01609629	
904.42	0.0153569	0.0161278	
904.62	0.01479328	0.01615929	
