Conc1	5.5E-07	
Start1	799.84	
Stop1	5299.64	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
894.44	0.01259195		
894.64	0.01257406		
894.84	0.01254389		
895.04	0.01238763		
895.24	0.01249057		
895.44	0.01242412		
895.64	0.01236105		
895.84	0.01218106		
896.04	0.01235909		
896.24	0.01220553		
896.44	0.01209452		
896.64	0.01189249		
896.84	0.01164466		
897.04	0.01150724		
897.24	0.01145914		
897.44	0.01124941		
897.64	0.01077709		
897.84	0.01055803		
898.04	0.01062227		
898.24	0.01074389		
898.44	0.01047525		
898.64	0.01007356		
898.84	0.00984571		
899.04	0.00969146		
899.24	0.00995457		
899.44	0.00986065		
899.64	0.01011104		
899.84	0.01006243		
900.04	0.00989019		
900.24	0.01011392		
900.44	0.01042862		
900.64	0.01060616		
900.84	0.01093499		
901.04	0.01092973		
901.24	0.01086831		
901.44	0.01072361		
901.64	0.01076207		
901.84	0.01096522		
902.04	0.01117526		
902.24	0.01138956		
902.44	0.01132666		
902.64	0.0112687		
902.84	0.0110543		
903.04	0.01130472		
903.24	0.01172235		
903.44	0.01178865		
903.64	0.01197794		
903.84	0.01157367		
904.04	0.01156745		
904.24	0.01184132		
904.44	0.0118278		
904.64	0.01193718		
904.84	0.01207881		
905.04	0.01162601		
905.24	0.01161835		
905.44	0.011584		
905.64	0.0118744		
905.84	0.01197768		
906.04	0.01205976		
906.24	0.01165534		
906.44	0.01138515		
906.64	0.01132936		
906.84	0.01116263		
907.04	0.01109738		
907.24	0.01086578		
907.44	0.01074213		
907.64	0.0103622		
907.84	0.00998584		
908.04	0.00984862		
908.24	0.0100811		
908.44	0.00993502		
908.64	0.00979592		
908.84	0.0097664		
909.04	0.01001795		
909.24	0.01054725		
909.44	0.01078859		
909.64	0.01114687		
909.84	0.01130219		
910.04	0.01132844		
910.24	0.01139042		
910.44	0.01157676		
910.64	0.01175719		
910.84	0.01165749		
911.04	0.01141703		
911.24	0.01101852		
911.44	0.0109965		
911.64	0.01105135		
911.84	0.01094981		
912.04	0.01077701		
912.24	0.01071001		
912.44	0.01031604		
912.64	0.00982549		
912.84	0.01005716		
913.04	0.01031328		
913.24	0.01008391		
913.44	0.0100096		
913.64	0.01014286		
913.84	0.01033536		
914.04	0.01087258		
914.24	0.01097299		
914.44	0.0111332		
914.64	0.01116405		
914.84	0.01131989		
915.04	0.01101093		
915.24	0.01093773		
915.44	0.0110823		
915.64	0.01131462		
915.84	0.01093292		
916.04	0.01043498		
916.24	0.01028972		
916.44	0.01009938		
916.64	0.00974125		
916.84	0.00958189		
917.04	0.00911469		
917.24	0.00908568		
917.44	0.00918123		
917.64	0.0091161		
917.84	0.00897231		
918.04	0.00940465		
918.24	0.00923638		
918.44	0.0094563		
918.64	0.00951233		
918.84	0.00957883		
919.04	0.00916015		
919.24	0.00916993		
919.44	0.00913496		
919.64	0.00891392		
919.84	0.00876315		
920.04	0.00882386		
920.24	0.00914267		
920.44	0.00960308		
920.64	0.00949583		
920.84	0.00935173		
921.04	0.00937307		
921.24	0.0096809		
921.44	0.00965626		
921.64	0.00977795		
921.84	0.00989593		
922.04	0.01021079		
922.24	0.01016279		
922.44	0.01013105		
922.64	0.00992098		
922.84	0.00994499		
923.04	0.01008296		
923.24	0.01023162		
923.44	0.01017789		
923.64	0.00997371		
923.84	0.01020202		
924.04	0.01062432		
924.24	0.01090768		
924.44	0.01115162		
924.64	0.01067181		
924.84	0.01083039		
925.04	0.01113247		
925.24	0.01104856		
925.44	0.01112209		
925.64	0.01128582		
925.84	0.01125305		
926.04	0.01106554		
926.24	0.01103685		
926.44	0.01101868		
926.64	0.01095944		
926.84	0.01096674		
927.04	0.01079518		
927.24	0.01052164		
927.44	0.01050113		
927.64	0.01029325		
927.84	0.01038589		
928.04	0.01061485		
928.24	0.01062358		
928.44	0.01030279		
928.64	0.01002584		
928.84	0.01035988		
929.04	0.01039711		
929.24	0.01024517		
929.44	0.01018926		
929.64	0.0103568		
929.84	0.01056301		
930.04	0.01065924		
930.24	0.01118807		
930.44	0.01140723		
930.64	0.01144272		
930.84	0.01154636		
931.04	0.01180116		
931.24	0.01209907		
931.44	0.01232707		
931.64	0.01202459		
931.84	0.01238584		
932.04	0.01215385		
932.24	0.01222542		
932.44	0.01175238		
932.64	0.01170641		
932.84	0.011749		
933.04	0.01166026		
933.24	0.0115774		
933.44	0.01132133		
933.64	0.01125663		
933.84	0.01142743		
934.04	0.01153754		
934.24	0.01142302		
934.44	0.01105727		
934.64	0.01086511		
934.84	0.01071763		
935.04	0.01080228		
935.24	0.0104189		
935.44	0.0102065		
935.64	0.01006716		
935.84	0.01010968		
936.04	0.00987198		
936.24	0.00982744		
936.44	0.00953223		
936.64	0.00961126		
936.84	0.00961116		
937.04	0.00970189		
937.24	0.00980618		
937.44	0.00962761		
937.64	0.009798		
937.84	0.01024473		
938.04	0.01028447		
938.24	0.01015186		
938.44	0.01048314		
938.64	0.01081891		
938.84	0.01093485		
939.04	0.01098799		
939.24	0.01098677		
