Conc1	5.5E-07	
Start1	799.84	
Stop1	5299.64	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
897.24	0.01459815		
897.44	0.01449674		
897.64	0.0149661		
897.84	0.01525467		
898.04	0.01563503		
898.24	0.01543796		
898.44	0.01608478		
898.64	0.01603306		
898.84	0.01614894		
899.04	0.01617785		
899.24	0.01628887		
899.44	0.01589028		
899.64	0.01561841		
899.84	0.01562934		
900.04	0.01525926		
900.24	0.01515169		
900.44	0.01479535		
900.64	0.01478005		
900.84	0.01472894		
901.04	0.01483932		
901.24	0.01467164		
901.44	0.01446787		
901.64	0.01491497		
901.84	0.0151169		
902.04	0.01529672		
902.24	0.01551344		
902.44	0.01575042		
902.64	0.01554546		
902.84	0.01653346		
903.04	0.01680249		
903.24	0.01651286		
903.44	0.01630835		
903.64	0.01650632		
903.84	0.01606681		
904.04	0.01559736		
904.24	0.01600847		
904.44	0.01588893		
904.64	0.01582683		
904.84	0.01599386		
905.04	0.01563246		
905.24	0.01530063		
905.44	0.01472434		
905.64	0.01488731		
905.84	0.01487675		
906.04	0.01494262		
906.24	0.01483634		
906.44	0.0143242		
906.64	0.01420768		
906.84	0.01447206		
907.04	0.01388653		
907.24	0.01393811		
907.44	0.01444987		
907.64	0.01425886		
907.84	0.01412824		
908.04	0.01434021		
908.24	0.0149899		
908.44	0.01517052		
908.64	0.01508914		
908.84	0.01530064		
909.04	0.014919		
909.24	0.01470323		
909.44	0.01439163		
909.64	0.01465255		
909.84	0.01465237		
910.04	0.01429541		
910.24	0.01430413		
910.44	0.01389685		
910.64	0.0137503		
910.84	0.01389605		
911.04	0.01416105		
911.24	0.01465057		
911.44	0.01494658		
911.64	0.01483227		
911.84	0.01502301		
912.04	0.01530427		
912.24	0.01540258		
912.44	0.01532186		
912.64	0.01496473		
912.84	0.01480571		
913.04	0.01421113		
913.24	0.01396824		
913.44	0.01389709		
913.64	0.01355133		
913.84	0.01336073		
914.04	0.01303709		
914.24	0.01319813		
914.44	0.01291081		
914.64	0.01300511		
914.84	0.01315209		
915.04	0.01364283		
915.24	0.01397652		
915.44	0.01440011		
915.64	0.01465014		
915.84	0.01503117		
916.04	0.01525415		
916.24	0.01502352		
916.44	0.01491037		
916.64	0.01471254		
916.84	0.01446164		
917.04	0.01425292		
917.24	0.01421317		
917.44	0.01385299		
917.64	0.01316585		
917.84	0.01305551		
918.04	0.01319873		
918.24	0.01310074		
918.44	0.01288214		
918.64	0.01291028		
918.84	0.01284476		
919.04	0.01333978		
919.24	0.01351422		
919.44	0.01379832		
919.64	0.01410564		
919.84	0.01413676		
920.04	0.01433971		
920.24	0.01430886		
920.44	0.0142126		
920.64	0.01454571		
920.84	0.01477175		
921.04	0.01492355		
921.24	0.01494146		
921.44	0.01489009		
921.64	0.01518313		
921.84	0.01529585		
922.04	0.01548962		
922.24	0.01511148		
922.44	0.01497249		
922.64	0.01477502		
922.84	0.01467473		
923.04	0.01462301		
923.24	0.0145925		
923.44	0.01485833		
923.64	0.01495368		
923.84	0.01475727		
924.04	0.01516931		
924.24	0.01503112		
924.44	0.01498466		
924.64	0.01518017		
924.84	0.01500095		
925.04	0.01509219		
925.24	0.01518235		
925.44	0.01509613		
925.64	0.01498461		
925.84	0.01456859		
926.04	0.01441995		
926.24	0.01418893		
926.44	0.01403342		
926.64	0.013973		
926.84	0.01380064		
927.04	0.01381256		
927.24	0.01402778		
927.44	0.01416989		
927.64	0.01386844		
927.84	0.01382559		
928.04	0.01402373		
928.24	0.01362066		
928.44	0.01355108		
928.64	0.01371602		
928.84	0.01379427		
929.04	0.01378299		
929.24	0.01331788		
929.44	0.01299919		
929.64	0.01291051		
929.84	0.01274441		
930.04	0.01299638		
930.24	0.01337278		
930.44	0.01374017		
930.64	0.0138408		
930.84	0.01371818		
931.04	0.01397193		
931.24	0.01420497		
931.44	0.01426435		
931.64	0.01458815		
931.84	0.01479024		
932.04	0.0147892		
932.24	0.01485923		
932.44	0.01491121		
932.64	0.01508813		
932.84	0.01488891		
933.04	0.01463317		
933.24	0.01445915		
933.44	0.01452062		
933.64	0.01457705		
933.84	0.0142755		
934.04	0.01488272		
934.24	0.01498308		
934.44	0.01480008		
934.64	0.01448082		
934.84	0.01438435		
935.04	0.0143638		
935.24	0.01451938		
935.44	0.01434742		
935.64	0.01431692		
935.84	0.01424973		
936.04	0.01426771		
936.24	0.0141203		
936.44	0.01386043		
936.64	0.01405264		
936.84	0.01391565		
937.04	0.01390355		
937.24	0.01399333		
937.44	0.01384909		
937.64	0.01362347		
937.84	0.01315329		
938.04	0.01339925		
938.24	0.01328896		
938.44	0.01336607		
938.64	0.01350829		
938.84	0.01333385		
939.04	0.01341729		
939.24	0.0139196		
939.44	0.01378226		
939.64	0.01424485		
939.84	0.01430916		
940.04	0.01437711		
940.24	0.0140434		
940.44	0.01413251		
940.64	0.01419322		
940.84	0.01374205		
941.04	0.01369147		
941.24	0.01349601		
941.44	0.01276929		
941.64	0.01263321		
941.84	0.01229004		
942.04	0.01251398		
942.24	0.01247841		
942.44	0.01245194		
942.64	0.01258145		
942.84	0.01271308		
943.04	0.01313423		
943.24	0.01388792		
943.44	0.01382212		
943.64	0.01415954		
943.84	0.01376451		
944.04	0.01373452		
944.24	0.013501		
944.44	0.01348607		
944.64	0.01309101		
944.84	0.01247704		
945.04	0.01208658		
945.24	0.01202105		
945.44	0.01151339		
945.64	0.01174441		
945.84	0.01162721		
946.04	0.01170953		
946.24	0.01193112		
