,ΔQ (μcal),Vol. (μL),Xt (mM),Mt (mM),XMT,∆H (cal/mol),Fit (cal/mol),Residual (cal/mol),
1,-6.37628e-2,0.400,0.00000e0,4.00000e-3,3.69276e-2,-2125.42783,1823.26559,-3948.69342
2,0.29404,2.50,1.47420e-4,3.99214e-3,0.26937,1568.20204,1824.27652,-256.07448
3,0.28939,2.50,1.06222e-3,3.94335e-3,0.50465,1543.43296,1827.24545,-283.81249
4,0.44627,2.50,1.96567e-3,3.89515e-3,0.74276,2380.12727,1833.59710,546.53018
5,0.32005,2.50,2.85779e-3,3.84753e-3,0.98371,1706.92394,1850.99788,-144.07393
6,0.39669,2.50,3.73856e-3,3.80048e-3,1.22749,2115.65822,1967.27122,148.38700
7,0.80601,2.50,4.60799e-3,3.75399e-3,1.47411,4298.69890,4325.40691,-26.70801
8,1.15398,2.50,5.46608e-3,3.70806e-3,1.72356,6154.55354,5922.71874,231.83480
9,1.15101,2.50,6.31283e-3,3.66266e-3,1.97585,6138.70171,5983.92273,154.77898
10,1.07997,2.50,7.14824e-3,3.61780e-3,2.23098,5759.84607,5995.18068,-235.33461
11,1.11721,2.50,7.97230e-3,3.57346e-3,2.48894,5958.45327,5999.25819,-40.80492
12,1.20609,2.50,8.78503e-3,3.52963e-3,2.74973,6432.45564,6001.26105,431.19458
13,1.16714,2.50,9.58641e-3,3.48631e-3,3.01336,6224.75841,6002.45191,222.30651
14,0.98532,2.50,1.03765e-2,3.44348e-3,3.27983,5255.04172,6003.26533,-748.22361
15,0.12458,2.50,1.11552e-2,3.40114e-3,3.54913,664.45040,6003.88336,-5339.43296
16,0.47876,2.50,1.19225e-2,3.35928e-3,3.82127,2553.37670,6004.39301,-3451.01631
17,0.00000e0,0,1.26785e-2,3.31789e-3,0.00000e0,0.00000e0,0.00000e0,0.00000e0
