DP_X,DP_Y,Baseline_X,Baseline_Y,Fit_X,Fit_Y,NDH_X,NDH_Y
1.983333,-0.002389,,,,,,
2,-0.001543,,,,,,
2.016667,-0.001216,,,,,,
2.033333,-0.002279,,,,,,
2.05,-0.003473,,,,,,
2.066667,-0.004746,,,,,,
2.083333,-0.00385,,,,,,
2.1,-0.003283,,,,,,
2.116667,-0.002257,,,,,,
2.133333,-0.001631,,,,,,
2.15,-0.001124,,,,,,
2.166667,-0.002678,,,,,,
2.183333,-0.004152,,,,,,
2.2,-0.004146,,,,,,
2.216667,-0.00342,,,,,,
2.233333,-0.003774,,,,,,
2.25,-0.003978,,,,,,
2.266667,-0.002442,,,,,,
2.283333,-0.002446,,,,,,
2.3,-0.002821,,,,,,
2.316667,-0.002445,,,,,,
2.333333,-0.001369,,,,,,
2.35,-0.001804,,,,,,
2.366667,-0.000688,,,,,,
2.383333,0.000168,,,,,,
2.4,0.001013,,,,,,
2.416667,0.001599,,,,,,
2.433333,0.001164,,,,,,
2.45,-0.000181,,,,,,
2.466667,-0.001335,,,,,,
2.483333,-0.00221,,,,,,
2.5,-0.002695,,,,,,
2.516667,-0.00316,,,,,,
2.533333,-0.002514,,,,,,
2.55,-0.001949,,,,,,
2.566667,-0.002574,,,,,,
2.583333,-0.003779,,,,,,
2.6,-0.002664,,,,,,
2.616667,-0.004129,,,,,,
2.633333,-0.005154,,,,,,
2.65,-0.003859,,,,,,
2.666667,-0.002314,,,,,,
2.683333,-0.002809,,,,,,
2.7,-0.001894,,,,,,
2.716667,-0.000859,,,,,,
2.733333,-0.001115,,,,,,
2.75,-0.00246,,,,,,
2.766667,-0.001905,,,,,,
2.783333,-0.0012,,,,,,
2.8,-0.001725,,,,,,
2.816667,-0.002141,,,,,,
2.833333,-0.001276,,,,,,
2.85,-0.001181,,,,,,
2.866667,-0.000747,,,,,,
2.883333,-0.001492,,,,,,
2.9,-0.002407,,,,,,
2.916667,-0.002983,,,,,,
2.933333,-0.003808,,,,,,
2.95,-0.004094,,,,,,
2.966667,-0.002309,,,,,,
2.983333,-0.000505,,,,,,
3,0.00155,,,,,,
3.016667,0.003185,,,,,,
3.033333,0.003979,,,,,,
3.05,0.003874,,,,,,
3.066667,0.003638,,,,,,
3.083333,0.002033,,,,,,
3.1,0.001077,,,,,,
3.116667,0.000792,,,,,,
3.133333,0.000656,,,,,,
3.15,-0.000509,,,,,,
3.166667,-0.000335,,,,,,
3.183333,-0.00009,,,,,,
3.2,-0.001026,,,,,,
3.216667,-0.001921,,,,,,
3.233333,-0.000967,,,,,,
3.25,-0.000322,,,,,,
3.266667,0.000152,,,,,,
3.283333,0.000307,,,,,,
3.3,0.000761,,,,,,
3.316667,0.001886,,,,,,
3.333333,0.00137,,,,,,
3.35,-0.000285,,,,,,
3.366667,-0.000171,,,,,,
3.383333,-0.000296,,,,,,
3.4,-0.000471,,,,,,
3.416667,-0.000107,,,,,,
3.433333,0.001668,,,,,,
3.45,0.001522,,,,,,
3.466667,0.001537,,,,,,
3.483333,0.000852,,,,,,
3.5,0.000466,,,,,,
3.516667,-0.000999,,,,,,
3.533333,0.000256,,,,,,
3.55,0.00671,,,,,,
3.566667,0.011845,,,,,,
3.583333,0.01489,,,,,,
3.6,0.016544,,,,,,
3.616667,0.008329,,,,,,
3.633333,-0.015367,,,,,,
3.65,-0.043362,,,,,,
3.666667,-0.076378,,,,,,
3.683333,-0.111383,,,,,,
3.7,-0.141039,,,,,,
3.716667,-0.158885,,,,,,
3.733333,-0.166811,,,,,,
3.75,-0.161797,,,,,,
3.766667,-0.148643,,,,,,
3.783333,-0.128839,,,,,,
3.8,-0.107615,,,,,,
3.816667,-0.088811,,,,,,
3.833333,-0.073418,,,,,,
3.85,-0.061404,,,,,,
3.866667,-0.052541,,,,,,
3.883333,-0.045837,,,,,,
3.9,-0.041024,,,,,,
3.916667,-0.037461,,,,,,
3.933333,-0.033029,,,,,,
3.95,-0.027256,,,,,,
3.966667,-0.021823,,,,,,
3.983333,-0.01578,,,,,,
4,-0.010689,,,,,,
4.016667,-0.007277,,,,,,
4.033333,-0.006615,,,,,,
4.05,-0.006163,,,,,,
4.066667,-0.004922,,,,,,
4.083333,-0.00457,,,,,,
4.1,-0.003151,,,,,,
4.116667,0.000089,,,,,,
4.133333,0.001108,,,,,,
4.15,0.000897,,,,,,
4.166667,0.002836,,,,,,
4.183333,0.003755,,,,,,
4.2,0.002406,,,,,,
4.216667,0.002679,,,,,,
4.233333,0.002052,,,,,,
4.25,0.000706,,,,,,
4.266667,-0.001741,,,,,,
4.283333,-0.001408,,,,,,
4.3,-0.000451,,,,,,
4.316667,0.000615,,,,,,
4.333333,0.001102,,,,,,
4.35,0.002438,,,,,,
4.366667,0.003175,,,,,,
4.383333,0.001922,,,,,,
4.4,-0.000314,,,,,,
4.416667,-0.001851,,,,,,
4.433333,-0.002747,,,,,,
4.45,-0.004154,,,,,,
4.466667,-0.00406,,,,,,
4.483333,-0.000877,,,,,,
4.5,0.000337,,,,,,
4.516667,-0.000035,,,,,,
4.533333,-0.000297,,,,,,
4.55,-0.000158,,,,,,
4.566667,0.00002,,,,,,
4.583333,0.000648,,,,,,
4.6,0.001735,,,,,,
4.616667,0.002862,,,,,,
4.633333,0.002668,,,,,,
4.65,0.001115,,,,,,
4.666667,-0.000139,,,,,,
4.683333,-0.000062,,,,,,
4.7,-0.001324,,,,,,
4.716667,-0.000696,,,,,,
4.733333,0.001263,,,,,,
4.75,0.003512,,,,,,
4.766667,0.003421,,,,,,
4.783333,0.004539,,,,,,
4.8,0.004596,,,,,,
4.816667,0.003762,,,,,,
4.833333,0.002228,,,,,,
4.85,0.002304,,,,,,
4.866667,0.00235,,,,,,
4.883333,0.001456,,,,,,
4.9,0.00154,,,,,,
4.916667,0.001013,,,,,,
4.933333,0.001706,,,,,,
4.95,0.000789,,,,,,
4.966667,0.001302,,,,,,
4.983333,0.001675,,,,,,
5,0.003246,,,,,,
5.016667,0.003626,,,,,,
5.033333,0.005386,,,,,,
5.05,0.006516,,,,,,
5.066667,0.005916,,,,,,
5.083333,0.004446,,,,,,
5.1,0.003973,,,,,,
5.116667,0.0027,,,,,,
5.133333,0.001367,,,,,,
5.15,0.001393,,,,,,
5.166667,0.00176,,,,,,
5.183333,0.001146,,,,,,
5.2,0.00105,,,,,,
5.216667,0.001803,,,,,,
5.233333,0.002406,,,,,,
5.25,0.00226,,,,,,
5.266667,0.001703,,,,,,
5.283333,0.001466,,,,,,
5.3,0.001706,,,,,,
5.316667,0.000745,,,,,,
5.333333,0.000074,,,,,,
5.35,-0.000067,,,,,,
5.366667,-0.000567,,,,,,
5.383333,-0.001868,,,,,,
5.4,-0.003062,,,,,,
5.416667,-0.003718,,,,,,
5.433333,-0.003553,,,,,,
5.45,-0.002688,,,,,,
5.466667,-0.002134,,,,,,
5.483333,-0.000059,,,,,,
5.5,0.001953,,,,,,
5.516667,0.003003,,,,,,
5.533333,0.003514,,,,,,
5.55,0.003504,,,,,,
5.566667,0.002395,,,,,,
5.583333,0.000515,,,,,,
5.6,0.000013,,,,,,
5.616667,0.000259,,,,,,
5.633333,0.000546,,,,,,
5.65,0.000702,,,,,,
5.666667,-0.000361,,,,,,
5.683333,-0.002325,,,,,,
5.7,-0.004681,,,,,,
5.716667,-0.005179,,,,,,
5.733333,-0.004247,,,,,,
5.75,-0.003015,,,,,,
5.766667,-0.001343,,,,,,
5.783333,0.000749,,,,,,
5.8,0.001259,,,,,,
5.816667,0.000828,,,,,,
5.833333,0.001596,,,,,,
5.85,0.001525,,,,,,
5.866667,0.001293,,,,,,
5.883333,0.001402,,,,,,
5.9,0.000819,,,,,,
5.916667,0.001135,,,,,,
5.933333,0.001851,,,,,,
5.95,0.001307,,,,,,
5.966667,0.000073,,,,,,
5.983333,-0.000051,,,,,,
6,-0.000986,,,,,,
6.016667,-0.000762,,,,,,
6.033333,0.001442,,,,,,
6.05,0.010166,,,,,,
6.066667,0.01736,,,,,,
6.083333,0.023414,,,,,,
6.1,0.027707,,,,,,
6.116667,0.023879,,,,,,
6.133333,-0.000029,,,,,,
6.15,-0.030347,,,,,,
6.166667,-0.066175,,,,,,
6.183333,-0.106163,,,,,,
6.2,-0.140362,,,,,,
6.216667,-0.158361,,,,,,
6.233333,-0.165651,,,,,,
6.25,-0.162691,,,,,,
6.266667,-0.14885,,,,,,
6.283333,-0.13042,,,,,,
6.3,-0.110151,,,,,,
6.316667,-0.090862,,,,,,
6.333333,-0.073223,,,,,,
6.35,-0.060355,,,,,,
6.366667,-0.050776,,,,,,
6.383333,-0.043717,,,,,,
6.4,-0.03786,,,,,,
6.416667,-0.032423,,,,,,
6.433333,-0.027965,,,,,,
6.45,-0.023108,,,,,,
6.466667,-0.019241,,,,,,
6.483333,-0.016214,,,,,,
6.5,-0.014288,,,,,,
6.516667,-0.011142,,,,,,
6.533333,-0.008446,,,,,,
6.55,-0.006731,,,,,,
6.566667,-0.005605,,,,,,
6.583333,-0.004399,,,,,,
6.6,-0.003797,,,,,,
6.616667,-0.002591,,,,,,
6.633333,-0.000844,,,,,,
6.65,0.002182,,,,,,
6.666667,0.003738,,,,,,
6.683333,0.003015,,,,,,
6.7,0.001997,,,,,,
6.716667,0.000469,,,,,,
6.733333,-0.001108,,,,,,
6.75,-0.001426,,,,,,
6.766667,-0.000224,,,,,,
6.783333,0.000798,,,,,,
6.8,0.00066,,,,,,
6.816667,0.000061,,,,,,
6.833333,-0.000679,,,,,,
6.85,-0.002048,,,,,,
6.866667,-0.002357,,,,,,
6.883333,-0.001257,,,,,,
6.9,-0.001086,,,,,,
6.916667,-0.001683,,,,,,
6.933333,-0.00264,,,,,,
6.95,-0.003427,,,,,,
6.966667,-0.001734,,,,,,
6.983333,-0.000122,,,,,,
7,0.001772,,,,,,
7.016667,0.004357,,,,,,
7.033333,0.004882,,,,,,
7.05,0.003088,,,,,,
7.066667,0.000973,,,,,,
7.083333,0.001198,,,,,,
7.1,-0.000763,,,,,,
7.116667,-0.000791,,,,,,
7.133333,0.00012,,,,,,
7.15,-0.000098,,,,,,
7.166667,-0.000667,,,,,,
7.183333,0.002175,,,,,,
7.2,0.002302,,,,,,
7.216667,0.001946,,,,,,
7.233333,0.001901,,,,,,
7.25,0.001975,,,,,,
7.266667,0.00008,,,,,,
7.283333,-0.000106,,,,,,
7.3,-0.001086,,,,,,
7.316667,-0.001666,,,,,,
7.333333,-0.002466,,,,,,
7.35,-0.001316,,,,,,
7.366667,-0.001126,,,,,,
7.383333,0.000814,,,,,,
7.4,0.002177,,,,,,
7.416667,0.003952,,,,,,
7.433333,0.004276,,,,,,
7.45,0.004581,,,,,,
7.466667,0.002905,,,,,,
7.483333,0.00196,,,,,,
7.5,0.000209,,,,,,
7.516667,-0.001523,,,,,,
7.533333,-0.002205,,,,,,
7.55,-0.002526,,,,,,
7.566667,-0.001698,,,,,,
7.583333,-0.00109,,,,,,
7.6,-0.000462,,,,,,
7.616667,-0.001034,,,,,,
7.633333,-0.000765,,,,,,
7.65,-0.002337,,,,,,
7.666667,-0.002089,,,,,,
7.683333,-0.000871,,,,,,
7.7,-0.000083,,,,,,
7.716667,0.000476,,,,,,
7.733333,0.001384,,,,,,
7.75,0.000482,,,,,,
7.766667,-0.00208,,,,,,
7.783333,-0.002561,,,,,,
7.8,-0.004273,,,,,,
7.816667,-0.004135,,,,,,
7.833333,-0.003136,,,,,,
7.85,-0.000748,,,,,,
7.866667,-0.000059,,,,,,
7.883333,0.000839,,,,,,
7.9,0.000638,,,,,,
7.916667,-0.000044,,,,,,
7.933333,-0.000665,,,,,,
7.95,-0.000566,,,,,,
7.966667,0.000323,,,,,,
7.983333,0.000011,,,,,,
8,0.00011,,,,,,
8.016667,-0.000671,,,,,,
8.033333,-0.000651,,,,,,
8.05,-0.000322,,,,,,
8.066667,-0.000143,,,,,,
8.083333,-0.000084,,,,,,
8.1,0.000916,,,,,,
8.116667,0.001325,,,,,,
8.133333,0.000575,,,,,,
8.15,0.001165,,,,,,
8.166667,0.001104,,,,,,
8.183333,0.000704,,,,,,
8.2,-0.000066,,,,,,
8.216667,-0.000506,,,,,,
8.233333,-0.000795,,,,,,
8.25,-0.000475,,,,,,
8.266667,-0.000045,,,,,,
8.283333,0.001225,,,,,,
8.3,0.001846,,,,,,
8.316667,0.001856,,,,,,
8.333333,0.001516,,,,,,
8.35,0.001027,,,,,,
8.366667,-0.000593,,,,,,
8.383333,-0.001422,,,,,,
8.4,-0.002032,,,,,,
8.416667,-0.001442,,,,,,
8.433333,-0.001532,,,,,,
8.45,-0.000452,,,,,,
8.466667,0.000138,,,,,,
8.483333,0.000798,,,,,,
8.5,0.000597,,,,,,
8.516667,0.001996,,,,,,
8.533333,0.004335,,,,,,
8.55,0.011734,,,,,,
8.566667,0.020713,,,,,,
8.583333,0.029642,,,,,,
8.6,0.037881,,,,,,
8.616667,0.039239,,,,,,
8.633333,0.023136,,,,,,
8.65,-0.003996,,,,,,
8.666667,-0.039828,,,,,,
8.683333,-0.08118,,,,,,
8.7,-0.119562,,,,,,
8.716667,-0.144526,,,,,,
8.733333,-0.156989,,,,,,
8.75,-0.157232,,,,,,
8.766667,-0.147666,,,,,,
8.783333,-0.132609,,,,,,
8.8,-0.115193,,,,,,
8.816667,-0.099288,,,,,,
8.833333,-0.084523,,,,,,
8.85,-0.072708,,,,,,
8.866667,-0.063612,,,,,,
8.883333,-0.056717,,,,,,
8.9,-0.050413,,,,,,
8.916667,-0.046329,,,,,,
8.933333,-0.043666,,,,,,
8.95,-0.040452,,,,,,
8.966667,-0.036919,,,,,,
8.983333,-0.033045,,,,,,
9,-0.028363,,,,,,
9.016667,-0.024681,,,,,,
9.033333,-0.021609,,,,,,
9.05,-0.019157,,,,,,
9.066667,-0.017646,,,,,,
9.083333,-0.016694,,,,,,
9.1,-0.013903,,,,,,
9.116667,-0.010914,,,,,,
9.133333,-0.009264,,,,,,
9.15,-0.007254,,,,,,
9.166667,-0.005294,,,,,,
9.183333,-0.004995,,,,,,
9.2,-0.005546,,,,,,
9.216667,-0.004509,,,,,,
9.233333,-0.003901,,,,,,
9.25,-0.004384,,,,,,
9.266667,-0.004426,,,,,,
9.283333,-0.003699,,,,,,
9.3,-0.004902,,,,,,
9.316667,-0.005147,,,,,,
9.333333,-0.004962,,,,,,
9.35,-0.004647,,,,,,
9.366667,-0.004832,,,,,,
9.383333,-0.003637,,,,,,
9.4,-0.002703,,,,,,
9.416667,-0.00172,,,,,,
9.433333,-0.000598,,,,,,
9.45,-0.000305,,,,,,
9.466667,0.000047,,,,,,
9.483333,0.00021,,,,,,
9.5,0.000471,,,,,,
9.516667,0.000231,,,,,,
9.533333,-0.00034,,,,,,
9.55,0.00047,,,,,,
9.566667,0.00032,,,,,,
9.583333,0.00011,,,,,,
9.6,0.000458,,,,,,
9.616667,0.001735,,,,,,
9.633333,0.001162,,,,,,
9.65,0.000959,,,,,,
9.666667,0.000836,,,,,,
9.683333,0.000412,,,,,,
9.7,0.000038,,,,,,
9.716667,0.000051,,,,,,
9.733333,0.000105,,,,,,
9.75,-0.000871,,,,,,
9.766667,-0.000878,,,,,,
9.783333,-0.000904,,,,,,
9.8,-0.001072,,,,,,
9.816667,-0.001811,,,,,,
9.833333,-0.001241,,,,,,
9.85,-0.00219,,,,,,
9.866667,-0.00169,,,,,,
9.883333,-0.0018,,,,,,
9.9,-0.00093,,,,,,
9.916667,-0.000093,,,,,,
9.933333,0.001255,,,,,,
9.95,0.000223,,,,,,
9.966667,-0.000359,,,,,,
9.983333,-0.001052,,,,,,
10,-0.002645,,,,,,
10.016667,-0.003328,,,,,,
10.033333,-0.002142,,,,,,
10.05,-0.002016,,,,,,
10.066667,-0.002319,,,,,,
10.083333,-0.001843,,,,,,
10.1,-0.002426,,,,,,
10.116667,-0.003379,,,,,,
10.133333,-0.003872,,,,,,
10.15,-0.003785,,,,,,
10.166667,-0.003278,,,,,,
10.183333,-0.001851,,,,,,
10.2,-0.000251,,,,,,
10.216667,0.00262,,,,,,
10.233333,0.005442,,,,,,
10.25,0.007894,,,,,,
10.266667,0.009385,,,,,,
10.283333,0.009827,,,,,,
10.3,0.008893,,,,,,
10.316667,0.007102,,,,,,
10.333333,0.005652,,,,,,
10.35,0.004581,,,,,,
10.366667,0.003551,,,,,,
10.383333,0.003341,,,,,,
10.4,0.003574,,,,,,
10.416667,0.00262,,,,,,
10.433333,0.000587,,,,,,
10.45,-0.003567,,,,,,
10.466667,-0.00828,,,,,,
10.483333,-0.011534,,,,,,
10.5,-0.012025,,,,,,
10.516667,-0.010723,,,,,,
10.533333,-0.005802,,,,,,
10.55,-0.001581,,,,,,
10.566667,0.000701,,,,,,
10.583333,0.000282,,,,,,
10.6,-0.002594,,,,,,
10.616667,-0.006346,,,,,,
10.633333,-0.008539,,,,,,
10.65,-0.010531,,,,,,
10.666667,-0.012094,,,,,,
10.683333,-0.009516,,,,,,
10.7,-0.005963,,,,,,
10.716667,0.000156,,,,,,
10.733333,0.006974,,,,,,
10.75,0.013883,,,,,,
10.766667,0.017562,,,,,,
10.783333,0.018021,,,,,,
10.8,0.014648,,,,,,
10.816667,0.010043,,,,,,
10.833333,0.006019,,,,,,
10.85,0.002285,,,,,,
10.866667,0.002031,,,,,,
10.883333,0.002637,,,,,,
10.9,0.002152,,,,,,
10.916667,0.001046,,,,,,
10.933333,0.000301,,,,,,
10.95,-0.001374,,,,,,
10.966667,-0.001229,,,,,,
10.983333,0.002695,,,,,,
11,0.007059,,,,,,
11.016667,0.012137,,,,,,
11.033333,0.016865,,,,,,
11.05,0.023163,,,,,,
11.066667,0.026981,,,,,,
11.083333,0.028509,,,,,,
11.1,0.028487,,,,,,
11.116667,0.025743,,,,,,
11.133333,0.00971,,,,,,
11.15,-0.014144,,,,,,
11.166667,-0.041857,,,,,,
11.183333,-0.074881,,,,,,
11.2,-0.10996,,,,,,
11.216667,-0.13512,,,,,,
11.233333,-0.14934,,,,,,
11.25,-0.154079,,,,,,
11.266667,-0.148849,,,,,,
11.283333,-0.135959,,,,,,
11.3,-0.121572,,,,,,
11.316667,-0.107302,,,,,,
11.333333,-0.094642,,,,,,
11.35,-0.083762,,,,,,
11.366667,-0.074322,,,,,,
11.383333,-0.066302,,,,,,
11.4,-0.059141,,,,,,
11.416667,-0.052354,,,,,,
11.433333,-0.047216,,,,,,
11.45,-0.043248,,,,,,
11.466667,-0.038961,,,,,,
11.483333,-0.034913,,,,,,
11.5,-0.03033,,,,,,
11.516667,-0.025024,,,,,,
11.533333,-0.021397,,,,,,
11.55,-0.018531,,,,,,
11.566667,-0.015335,,,,,,
11.583333,-0.012838,,,,,,
11.6,-0.011154,,,,,,
11.616667,-0.007912,,,,,,
11.633333,-0.004111,,,,,,
11.65,-0.002749,,,,,,
11.666667,-0.002548,,,,,,
11.683333,-0.001777,,,,,,
11.7,-0.001194,,,,,,
11.716667,-0.001355,,,,,,
11.733333,-0.000837,,,,,,
11.75,-0.000008,,,,,,
11.766667,-0.00083,,,,,,
11.783333,-0.001702,,,,,,
11.8,-0.002722,,,,,,
11.816667,-0.003227,,,,,,
11.833333,-0.002883,,,,,,
11.85,-0.001899,,,,,,
11.866667,-0.002184,,,,,,
11.883333,-0.00226,,,,,,
11.9,-0.001275,,,,,,
11.916667,-0.001499,,,,,,
11.933333,-0.000913,,,,,,
11.95,-0.000646,,,,,,
11.966667,0.00006,,,,,,
11.983333,-0.000864,,,,,,
12,-0.001286,,,,,,
12.016667,-0.001633,,,,,,
12.033333,-0.001139,,,,,,
12.05,-0.001815,,,,,,
12.066667,-0.001751,,,,,,
12.083333,-0.000737,,,,,,
12.1,-0.000372,,,,,,
12.116667,-0.001212,,,,,,
12.133333,-0.000411,,,,,,
12.15,0.001109,,,,,,
12.166667,0.00282,,,,,,
12.183333,0.00213,,,,,,
12.2,0.003347,,,,,,
12.216667,0.003952,,,,,,
12.233333,0.002787,,,,,,
12.25,0.001972,,,,,,
12.266667,0.003157,,,,,,
12.283333,0.003473,,,,,,
12.3,0.002586,,,,,,
12.316667,0.002277,,,,,,
12.333333,0.000648,,,,,,
12.35,0.000469,,,,,,
12.366667,-0.00061,,,,,,
12.383333,-0.00045,,,,,,
12.4,-0.000001,,,,,,
12.416667,0.000724,,,,,,
12.433333,-0.000741,,,,,,
12.45,-0.001416,,,,,,
12.466667,-0.001981,,,,,,
12.483333,-0.002776,,,,,,
12.5,-0.003324,,,,,,
12.516667,-0.003036,,,,,,
12.533333,-0.001798,,,,,,
12.55,-0.00154,,,,,,
12.566667,-0.000873,,,,,,
12.583333,-0.001205,,,,,,
12.6,-0.001571,,,,,,
12.616667,-0.002342,,,,,,
12.633333,-0.003512,,,,,,
12.65,-0.003753,,,,,,
12.666667,-0.002214,,,,,,
12.683333,-0.001415,,,,,,
12.7,-0.00076,,,,,,
12.716667,0.000111,,,,,,
12.733333,0.000261,,,,,,
12.75,-0.000929,,,,,,
12.766667,-0.001779,,,,,,
12.783333,-0.002499,,,,,,
12.8,-0.002001,,,,,,
12.816667,-0.001479,,,,,,
12.833333,-0.000217,,,,,,
12.85,0.000485,,,,,,
12.866667,0.000067,,,,,,
12.883333,-0.000551,,,,,,
12.9,-0.001131,,,,,,
12.916667,-0.001506,,,,,,
12.933333,-0.00068,,,,,,
12.95,0.001065,,,,,,
12.966667,0.002711,,,,,,
12.983333,0.004176,,,,,,
13,0.00374,,,,,,
13.016667,0.002061,,,,,,
13.033333,0.000561,,,,,,
13.05,-0.002508,,,,,,
13.066667,-0.005248,,,,,,
13.083333,-0.005567,,,,,,
13.1,-0.004738,,,,,,
13.116667,-0.003902,,,,,,
13.133333,-0.001085,,,,,,
13.15,0.001472,,,,,,
13.166667,0.003178,,,,,,
13.183333,0.005145,,,,,,
13.2,0.006761,,,,,,
13.216667,0.007196,,,,,,
13.233333,0.007311,,,,,,
13.25,0.007516,,,,,,
13.266667,0.006581,,,,,,
13.283333,0.004816,,,,,,
13.3,0.00359,,,,,,
13.316667,0.002773,,,,,,
13.333333,0.001005,,,,,,
13.35,-0.000952,,,,,,
13.366667,-0.001879,,,,,,
13.383333,-0.003407,,,,,,
13.4,-0.004304,,,,,,
13.416667,-0.004969,,,,,,
13.433333,-0.004784,,,,,,
13.45,-0.004619,,,,,,
13.466667,-0.003915,,,,,,
13.483333,-0.00402,,,,,,
13.5,-0.004341,,,,,,
13.516667,-0.004278,,,,,,
13.533333,-0.003356,,,,,,
13.55,0.003887,,,,,,
13.566667,0.017959,,,,,,
13.583333,0.037962,,,,,,
13.6,0.056955,,,,,,
13.616667,0.074997,,,,,,
13.633333,0.0789,,,,,,
13.65,0.066352,,,,,,
13.666667,0.041275,,,,,,
13.683333,0.009107,,,,,,
13.7,-0.029334,,,,,,
13.716667,-0.059686,,,,,,
13.733333,-0.079209,,,,,,
13.75,-0.088451,,,,,,
13.766667,-0.087934,,,,,,
13.783333,-0.079407,,,,,,
13.8,-0.069046,,,,,,
13.816667,-0.058809,,,,,,
13.833333,-0.051771,,,,,,
13.85,-0.045964,,,,,,
13.866667,-0.040756,,,,,,
13.883333,-0.036659,,,,,,
13.9,-0.033282,,,,,,
13.916667,-0.02877,,,,,,
13.933333,-0.025807,,,,,,
13.95,-0.022725,,,,,,
13.966667,-0.019732,,,,,,
13.983333,-0.01696,,,,,,
14,-0.01506,,,,,,
14.016667,-0.014345,,,,,,
