Temperature Log
Time (s), Plate
2020/05/29 21:25:32, 24.7000
2020/05/29 21:26:32, 24.9000
2020/05/29 21:27:32, 25.0000
2020/05/29 21:28:32, 25.1000
2020/05/29 21:29:32, 25.2000
2020/05/29 21:30:32, 25.1000
2020/05/29 21:30:33, 25.2000
2020/05/29 21:31:34, 25.1000
2020/05/29 21:32:34, 25.1000
2020/05/29 21:33:34, 25.1000
2020/05/29 21:34:34, 25.1000
2020/05/29 21:35:34, 25.1000
2020/05/29 21:35:57, 25.0000
2020/05/29 21:36:45, 25.0000
2020/05/29 21:37:45, 25.0000
2020/05/29 21:38:45, 25.0000
2020/05/29 21:38:54, 25.0000
2020/05/29 21:39:54, 25.0000
2020/05/29 21:40:03, 25.0000
2020/05/29 21:41:03, 25.0000
2020/05/29 21:42:03, 25.0000
2020/05/29 21:43:03, 25.0000
2020/05/29 21:44:03, 25.0000
2020/05/29 21:45:03, 25.0000
2020/05/29 21:45:12, 25.0000
2020/05/29 21:46:12, 25.0000
2020/05/29 21:47:12, 25.0000
2020/05/29 21:48:12, 25.0000
2020/05/29 21:49:12, 25.0000
2020/05/29 21:50:12, 25.0000
2020/05/29 21:51:12, 25.0000
2020/05/29 21:52:13, 25.0000
2020/05/29 21:53:13, 25.0000
2020/05/29 21:54:13, 25.0000
2020/05/29 21:55:13, 25.0000
2020/05/29 21:56:13, 25.0000
2020/05/29 21:57:13, 25.0000
2020/05/29 21:58:13, 25.0000
2020/05/29 21:59:13, 25.0000
2020/05/29 22:00:13, 25.0000
2020/05/29 22:01:13, 25.0000
2020/05/29 22:02:13, 25.0000
2020/05/29 22:03:13, 25.0000
2020/05/29 22:04:13, 25.0000
2020/05/29 22:05:13, 25.0000
2020/05/29 22:06:13, 25.0000
2020/05/29 22:07:13, 25.0000
2020/05/29 22:08:13, 25.0000
2020/05/29 22:09:14, 25.0000
2020/05/29 22:10:14, 25.0000
2020/05/29 22:11:14, 25.0000
2020/05/29 22:12:14, 25.0000
2020/05/29 22:13:14, 25.0000
2020/05/29 22:14:14, 25.0000
2020/05/29 22:15:14, 25.0000
2020/05/29 22:15:23, 25.0000
2020/05/29 22:16:23, 25.0000
2020/05/29 22:17:23, 25.0000
2020/05/29 22:18:23, 25.0000
2020/05/29 22:19:23, 25.0000
2020/05/29 22:20:23, 25.0000
2020/05/29 22:21:23, 25.0000
2020/05/29 22:22:23, 25.0000
2020/05/29 22:23:23, 25.0000
2020/05/29 22:24:23, 25.0000
2020/05/29 22:25:23, 25.0000
2020/05/29 22:26:23, 25.0000
2020/05/29 22:27:23, 25.0000
2020/05/29 22:28:23, 25.0000
2020/05/29 22:29:23, 25.0000
2020/05/29 22:30:23, 25.0000
2020/05/29 22:31:23, 25.0000
2020/05/29 22:32:24, 25.0000
2020/05/29 22:33:24, 25.0000
2020/05/29 22:34:24, 25.0000
2020/05/29 22:35:24, 25.0000
2020/05/29 22:36:24, 25.0000
2020/05/29 22:37:24, 25.0000
2020/05/29 22:38:24, 25.0000
2020/05/29 22:39:24, 25.0000
2020/05/29 22:40:24, 25.0000
2020/05/29 22:41:24, 25.0000
2020/05/29 22:42:24, 25.0000
2020/05/29 22:43:24, 25.0000
2020/05/29 22:44:24, 25.0000
2020/05/29 22:45:24, 25.0000
2020/05/29 22:46:24, 25.0000
2020/05/29 22:47:24, 25.0000
2020/05/29 22:48:24, 25.0000
2020/05/29 22:49:25, 25.0000
2020/05/29 22:50:25, 25.0000
2020/05/29 22:51:25, 25.0000
2020/05/29 22:52:25, 25.0000
2020/05/29 22:53:25, 25.0000
2020/05/29 22:54:25, 25.0000
2020/05/29 22:55:25, 25.0000
2020/05/29 22:56:25, 25.0000
2020/05/29 22:57:25, 25.0000
2020/05/29 22:58:25, 25.0000
2020/05/29 22:59:25, 25.0000
2020/05/29 23:00:25, 25.0000
2020/05/29 23:00:33, 25.0000
2020/05/29 23:01:33, 25.0000
2020/05/29 23:01:43, 25.0000
2020/05/29 23:02:44, 25.0000
2020/05/29 23:03:11, 25.0000

Signature=0xBACC27D3
